Sentence,Token,Tag
409,معا,O
409,تاشاويت,B-MISC
409,),O
409,،,O
409,أولّا,O
409,طايحة,O
409,/,O
409,منعادمة,O
409,ݣاع,O
409,(,O
409,تاشلحيت,B-MISC
409,معا,O
409,تيديكلت,B-MISC
409,),O
409,.,O
410,اللوغات,O
410,الزناتية,O
410,هي,O
410,فرع,O
410,ديال,O
410,اللوغات,O
410,لأمازيغية,O
410,دالشمال,O
410,اللي,O
410,كاتنتامي,O
410,للعائلة,O
410,داللوغات,O
410,لأمازيغية,O
410,.,O
411,تسمّاو,O
411,هاد,O
411,اللوغات,O
411,بالزناتية,O
411,على,O
411,سمية,O
411,قبيلة,O
411,زناتة,O
411,اللي,O
411,هي,O
411,تحالف,O
411,أمازبغي,O
411,دلقبايل,O
411,.,O
412,هاد,O
412,التقسيم,O
412,قتارحو,O
412,إدموند,B-PER
412,ديستان,I-PER
412,ف,O
412,1915,O
412,وف,O
412,1920,O
412,-,O
412,23,O
412,.,O
413,اللوغات,O
413,واللهجات,O
413,الزناتية,O
413,كاينة,O
413,من,O
413,الشمال,O
413,الشرقي,O
413,ديال,O
413,لمغريب,B-LOC
413,حتال,O
413,غرب,O
413,لجزائر,B-LOC
413,لعاصمة,O
413,،,O
413,وفشمال,O
413,الصحرا,O
413,من,O
413,لجانوب,O
413,لغربي,O
413,ديال,O
413,ا,O
413,لدزاير,B-LOC
413,من,O
413,بشّار,O
413,حتال,O
413,زوارة,O
413,ف,O
413,ليبيا,B-LOC
413,.,O
414,فهاد,O
414,لمناطيق,O
414,كاينين,O
414,بحال,O
414,جيوب,O
414,ديال,O
414,اللوغات,O
414,وسط,O
414,منطاقة,O
414,اللي,O
414,غالبا,O
414,مامسكوناش,O
414,أولّا,O
414,دايرين,O
414,بيها,O
414,ناطقين,O
414,بلعربية,O
414,.,O
415,اللوغات,O
415,الزناتية,O
415,اللي,O
415,عندها,O
415,أكبر,O
415,عدد,O
415,ديال,O
415,الناطقين,O
415,هي,O
415,تاريفيت,B-MISC
415,فالشمال,O
415,الشرقي,O
415,ديال,O
415,لمغريب,B-LOC
415,وتاشاويت,B-MISC
415,فالشرق,O
415,ديال,O
415,الدزاير,B-LOC
415,،,O
415,وكولّا,O
415,وحدة,O
415,منهوم,O
415,عندها,O
415,كتر,O
415,من,O
415,2,O
415,دلمليون,O
415,اللي,O
415,كايهضر,O
415,بيها,O
415,.,O
416,بحساب,O
416,كوصمان,B-PER
416,(,O
416,2013,O
416,),O
416,،,O
416,اللوغات,O
416,الزناتية,O
416,هو,O
416,ݣروپ,O
416,عشوائي,O
416,فيه,O
416,هاد,O
416,اللوغات,O
416,:,O
416,تاريفيت,B-MISC
416,(,O
416,الريفية,O
416,،,O
416,محلّيا,O
416,:,O
416,تْمازْغْت,B-MISC
416,،,O
416,الشمال,O
416,الشرقي,O
416,د,O
416,لمغريب,B-LOC
416,،,O
416,داخلة,O
416,فيها,O
416,حتى,O
416,اللهجة,O
416,ديال,O
416,أرزيو,B-MISC
416,فلغرب,O
416,ديال,O
416,دزاير,B-LOC
416,),O
416,.,O
417,تايزناسنيت,B-MISC
417,(,O
417,الشمال,O
417,الشرقي,O
417,د,O
417,لمغريب,B-LOC
417,),O
417,.,O
418,أمازيغية,O
418,شرق,O
418,لأطلس,O
418,لمتوسط,O
418,(,O
418,تمازيغت,B-MISC
418,دآيت,B-MISC
418,سغروشن,I-MISC
418,ومجموعة,O
418,ديال,O
418,اللهجات,O
418,اللي,O
418,داخلة,O
418,فيهوم,O
418,تمازيغت,O
418,دآيت,B-MISC
418,واراين,I-MISC
418,),O
418,.,O
419,زناتية,O
419,دزايرية,O
419,غربية,O
419,،,O
419,فلغرب,O
419,ديال,O
419,ل,O
419,جزائر,B-LOC
419,لعاصمة,I-LOC
419,(,O
419,ݣروپ,O
419,مشتت,O
419,),O
419,:,O
419,أمازيغية,O
419,بني,B-LOC
419,سنوس,I-LOC
419,(,O
419,لهجة,O
419,تلمسان,B-LOC
419,،,O
419,فلغرب,O
419,ديال,O
419,الدزاير,B-LOC
419,فلحدود,O
419,معا,O
419,لمغريب,B-LOC
419,),O
419,.,O
420,لهجة,O
420,جبل,B-LOC
420,بيسا,I-LOC
420,(,O
420,قريبة,O
420,ل,O
420,تاشنويت,B-LOC
420,),O
420,.,O
421,تاشنويت,B-LOC
421,،,O
421,مابين,O
421,تيپازة,B-LOC
421,و,O
421,تنس,B-LOC
421,فالشمال,O
421,لوسطاني,O
421,ديال,O
421,الدزاير,B-LOC
421,فلغرب,O
421,ديال,O
421,لجزائر,B-LOC
421,لعاصمة,I-LOC
421,.,O
422,أمازيغية,O
422,بني,B-LOC
422,مناصر,I-LOC
422,.,O
423,مطماطة,O
423,ديال,O
423,الدزاير,B-LOC
423,(,O
423,فرّق,O
423,بينها,O
423,ومابين,O
423,أمازيغية,O
423,مطماطة,O
423,ف,O
423,تونس,B-LOC
423,),O
423,.,O
424,تاشاويت,B-LOC
424,(,O
424,الشاوية,B-LOC
424,،,O
424,لغرب,O
424,ديال,O
424,باتنة,B-LOC
424,و,O
424,خنشلة,B-LOC
424,وفلجانوب,O
424,ديال,O
424,قسنطينة,B-LOC
424,فالشمال,O
424,الشرقي,O
424,ديال,O
424,الدزاير,B-LOC
424,),O
424,.,O
425,أمازيغية,O
425,مزاب,O
425,وورݣلة,O
425,(,O
425,لواحات,O
425,الصحراوية,O
425,دالشمال,O
425,),O
425,:,O
425,لأمازيغية,O
425,دجنوب,O
425,وهران,B-LOC
425,و,O
425,فيݣيݣ,B-LOC
425,(,O
425,فلقصور,O
425,على,O
425,لحدود,O
425,د,O
425,لمغريب,B-LOC
425,معا,O
425,الدزاير,B-LOC
425,وفإقليم,O
425,فيݣيݣ,B-LOC
425,ف,O
425,لمغريب,B-LOC
425,),O
425,.,O
426,تاݣورارت,B-MISC
426,(,O
426,أمازيغية,O
426,ݣورارة,B-LOC
426,،,O
426,تازناتيت,B-LOC
426,،,O
426,لجانوب,O
426,لغربي,O
426,ديال,O
426,الدزاير,B-LOC
426,،,O
426,قريب,O
426,من,O
426,تيميمون,B-LOC
426,),O
426,.,O
427,توات,B-MISC
427,وتيديكلت,I-MISC
427,(,O
427,ف,O
427,توات,O
427,،,O
427,الدزاير,B-LOC
427,),O
427,.,O
428,تومزابت,B-MISC
428,(,O
428,لمزابية,O
428,،,O
428,مزاب,B-LOC
428,،,O
428,الصحرا,O
428,الدزايرية,O
428,الشمالية,O
428,قريب,O
428,من,O
428,غرداية,B-LOC
428,),O
428,.,O
429,تݣارݣرنت,B-MISC
429,(,O
429,لورݣلية,O
429,،,O
429,الصحرا,O
429,الدزايرية,O
429,الشمالية,O
429,قريب,O
429,من,O
429,ورݣلة,B-LOC
429,),O
429,.,O
430,توݣورت,B-MISC
430,(,O
430,أمازيغية,O
430,واد,B-LOC
430,ريغ,I-LOC
430,،,O
430,السمية,O
430,ديال,O
430,إتنولوݣ,B-MISC
430,:,O
430,"""",O
430,أمازيغية,O
430,تماسين,O
430,"""",O
430,،,O
430,قريب,O
430,من,O
430,توݣورت,B-LOC
430,و,O
430,تماسين,B-LOC
430,ف,O
430,الدزاير,B-LOC
430,),O
430,.,O
431,تونسية,B-MISC
431,-,O
431,ليبية,B-MISC
431,جنوبية,O
431,شرقية,O
431,(,O
431,تاماݣورت,B-MISC
431,،,O
431,أمازيغية,O
431,مطماطة,O
431,،,O
431,تادجربيت,B-LOC
431,و,O
431,تاويلولت,B-LOC
431,),O
431,بلينش,B-PER
431,و,O
431,ديندو,B-PER
431,ف,O
431,2006,O
431,عتابرو,O
431,باللي,O
431,اللوغات,O
431,زناتية,O
431,راها,O
431,غير,O
431,تلاتة,O
431,،,O
431,لباقي,O
431,(,O
431,اللي,O
431,بين,O
431,جوج,O
431,دلقواس,O
431,),O
431,غير,O
431,لهجات,O
431,وصافي,O
431,:,O
431,لوغات,O
431,ريفية,O
431,(,O
431,تاشاويت,B-MISC
431,،,O
431,تيديكلت,B-MISC
431,،,O
431,توات,B-MISC
431,،,O
431,تاريفيت,B-MISC
431,،,O
431,تاغماريت,B-MISC
431,،,O
431,تلمسان,B-LOC
431,،,O
431,أمازيغية,O
431,حوض,O
431,الشلف,O
431,),O
431,.,O
432,أمازيغية,O
432,مزاب,B-LOC
432,و,O
432,ورݣلة,B-LOC
432,(,O
432,تاݣورارت,B-MISC
432,،,O
432,تومزابت,B-MISC
432,،,O
432,تݣارݣرنت,B-MISC
432,،,O
432,توݣورت,B-MISC
432,،,O
432,آيت,B-MISC
432,سغروشن,I-MISC
432,،,O
432,فيݣيݣ,B-LOC
432,،,O
432,تاصنهاجيت,B-MISC
432,وتايزناسنيت,B-MISC
432,),O
432,.,O
433,زناتية,O
433,شرقية,O
433,(,O
433,تاماݣورت,B-MISC
433,(,O
433,منقارضة,O
433,),O
433,،,O
433,تادجربيت,B-MISC
433,،,O
433,تامزرت,B-MISC
433,،,O
433,زراوة,B-MISC
433,،,O
433,طاوجّوت,B-MISC
433,وتانفوست,B-MISC
433,),O
433,.,O
434,الزناتية,O
434,الدزايرية,O
434,لغربية,O
434,هي,O
434,بزاف,O
434,ديال,O
434,اللوغات,O
434,واللهجات,O
434,اللي,O
434,تابعة,O
434,للفرع,O
434,الزناتي,O
434,ديال,O
434,اللوغات,O
434,لأمازيغية,O
434,دالشمال,O
434,.,O
435,هاد,O
435,لمتغيرات,O
435,كاينين,O
435,فالشمال,O
435,لغربي,O
435,ديال,O
435,الدزاير,B-LOC
435,فلغرب,O
435,ديال,O
435,لجزائر,B-LOC
435,لعاصمة,I-LOC
435,.,O
436,لمجموعة,O
436,ديال,O
436,الدزايرية,O
436,لغربية,O
436,داخل,O
436,فيها,O
436,تاشناويت,B-MISC
436,وتاشلفيت,B-MISC
436,،,O
436,وكاين,O
436,اللي,O
436,كايدخّل,O
436,معاهوم,O
436,حتى,O
436,أمازيغية,O
436,بني,B-LOC
436,سنوس,I-LOC
436,.,O
437,كادخل,O
437,فهاد,O
437,لمجموعة,O
437,حتى,O
437,اللهجات,O
437,اللي,O
437,كاينين,O
437,ف,O
437,لبليدة,B-LOC
437,،,O
437,لمدية,B-LOC
437,،,O
437,مليانة,B-LOC
437,ؤ,O
437,وارنسيس,B-LOC
437,(,O
437,فين,O
437,داير,O
437,روجر,B-PER
437,بلينش,I-PER
437,اللوغة,O
437,دتاشلفيت,O
437,),O
437,،,O
437,زيادة,O
437,على,O
437,اللوغة,O
437,اللي,O
437,قريبة,O
437,تنقارض,O
437,أولا,O
437,نقارضات,O
437,ديال,O
437,أشاشا,B-LOC
437,،,O
437,آيت,B-LOC
437,حليمة,I-LOC
437,ولبطحية,B-LOC
437,،,O
437,هادو,O
437,ماكاينش,O
437,عليهوم,O
437,شي,O
437,معلومات,O
437,.,O
438,مارس,B-MISC
438,1979,O
438,،,O
438,لمغريب,B-LOC
438,-,O
438,),O
438,هي,O
438,مغنية,O
438,مغريبية,B-MISC
438,دات,O
438,لمسابقة,O
438,لعربية,O
438,دلغنا,O
438,"""",O
438,X,B-MISC
438,سير,I-MISC
438,النجاح,I-MISC
438,"""",O
438,فالدورة,O
438,اللولة,O
438,ديالها,O
438,فلعام,O
438,د,O
438,2006,O
438,.,O
439,فنفس,O
439,لعام,O
439,سنات,O
439,رجاء,B-PER
439,كونطرة,O
439,مع,O
439,الشركة,O
439,ديال,O
439,روطانا,B-ORG
439,وخرّجات,O
439,الديسك,O
439,ديالها,O
439,"""",O
439,استغربت,B-MISC
439,لحال,I-MISC
439,الدنيا,I-MISC
439,"""",O
439,ونجحات,O
439,ليها,O
439,لأغنية,O
439,فلعالم,B-LOC
439,لعربي,I-LOC
439,.,O
440,خرّجات,O
440,رجاء,B-PER
440,قصابني,I-PER
440,أول,O
440,ألبوم,O
440,ليها,O
440,وسمّاتو,O
440,"""",O
440,حال,B-MISC
440,الدنيا,I-MISC
440,"""",O
440,ولحّݣات,O
440,عليه,O
440,واحد,O
440,آخور,O
440,سمّاتو,O
440,"""",O
440,طربيّات,B-MISC
440,"""",O
440,.,O
441,لغات,O
441,روطانا,B-ORG
441,لكونطرة,O
441,فعام,O
441,2009,O
441,من,O
441,مورا,O
441,تلت,O
441,سنين,O
441,ديال,O
441,الشراكة,O
441,،,O
441,من,O
441,موراها,O
441,سنات,O
441,رجاء,B-PER
441,قصابني,I-PER
441,مع,O
441,"""",O
441,أرابيكا,B-ORG
441,ميوزيك,I-ORG
441,"""",O
441,وصدرات,O
441,جوج,O
441,دلأغاني,O
441,معاهوم,O
441,هوما,O
441,"""",O
441,تعالى,B-MISC
441,حبيبي,I-MISC
441,"""",O
441,والتانية,O
441,مع,O
441,لفنّان,O
441,اللبناني,B-MISC
441,رضا,B-PER
441,وسمّاتها,O
441,"""",O
441,مع,B-MISC
441,بعض,I-MISC
441,"""",O
441,.,O
442,رّاجل,O
442,هو,O
442,لإنسان,O
442,دكر,O
442,لي,O
442,بالغ,O
442,.,O
443,هو,O
443,لعكس,O
443,ديال,O
443,لمرا,O
443,.,O
444,نّاس,O
444,كايستعملو,O
444,كلمة,O
444,راجل,O
444,ف,O
444,لمفرد,O
444,،,O
444,و,O
444,رجال,O
444,ف,O
444,لجمع,O
444,فاش,O
444,كيهضرو,O
444,على,O
444,لجنس,O
444,لبيولوجي,O
444,.,O
445,رّجولة,O
445,هي,O
445,لوقت,O
445,فاش,O
445,تايكبر,O
445,لإنسان,O
445,دكر,O
445,و,O
445,ماتايبقاش,O
445,دري,O
445,.,O
446,بحال,O
446,ݣاع,O
446,تّدييات,O
446,دّكورا,O
446,لخرين,O
446,،,O
446,رّاجل,O
446,كايورت,O
446,لكروموزوم,O
446,X,O
446,من,O
446,لأم,O
446,ديالو,O
446,،,O
446,و,O
446,لكروموزوم,O
446,Y,O
446,من,O
446,لأب,O
446,ديالو,O
446,.,O
447,فاش,O
447,كايوصل,O
447,بنادم,O
447,دكر,O
447,ل,O
447,لبولوغ,O
447,،,O
447,كيطراو,O
447,تغييرات,O
447,فيزيولوجية,O
447,،,O
447,ب,O
447,إنتاج,O
447,ديال,O
447,هورمونات,O
447,بحال,O
447,لانضروجين,O
447,ؤ,O
447,تّيسطوسطيرون,O
447,لي,O
447,كاتأدي,O
447,ل,O
447,ضوهور,O
447,لخاصيات,O
447,لجنسية,O
447,تّانوية,O
447,،,O
447,لي,O
447,كاتزيد,O
447,ف,O
447,تّباين,O
447,مابين,O
447,جّوج,O
447,جناس,O
447,.,O
448,عند,O
448,رّاجل,O
448,كايبان,O
448,هادشي,O
448,متلاً,O
448,ب,O
448,قلدة,O
448,ݣلضمية,O
448,كبر,O
448,من,O
448,ديال,O
448,لمرا,O
448,،,O
448,شعر,O
448,د,O
448,لوجه,O
448,،,O
448,ؤ,O
448,نسبة,O
448,د,O
448,شّحمة,O
448,ف,O
448,لكسدة,O
448,قل,O
448,من,O
448,ديال,O
448,لمرا,O
448,.,O
449,رّاجل,O
449,كيتميّز,O
449,أيضا,O
449,ب,O
449,أعضاء,O
449,تناسلية,O
449,لي,O
449,ماكاينينش,O
449,عند,O
449,لمرا,O
449,،,O
449,بحال,O
449,لقضيب,O
449,،,O
449,لبيضات,O
449,،,O
449,تّيو,O
449,د,O
449,لماني,O
449,،,O
449,ؤ,O
449,لپروسطاط,O
449,.,O
450,رّاجل,O
450,و,O
450,لمرا,O
450,كيقدرو,O
450,يجيوهوم,O
450,نفس,O
450,لأمراض,O
450,لجنسية,O
450,،,O
450,ولكن,O
450,كاينين,O
450,بعض,O
450,لأمراض,O
450,لجنسية,O
450,لي,O
450,تايكونو,O
450,غير,O
450,عند,O
450,رّاجل,O
450,(,O
450,متلا,O
450,لي,O
450,كيقيسو,O
450,لأعضاء,O
450,لي,O
450,كاينين,O
450,غير,O
450,عند,O
450,رّاجل,O
450,،,O
450,بحال,O
450,لبيضات,O
450,),O
450,ؤلا,O
450,غير,O
450,عند,O
450,لمرا,O
450,،,O
450,أولا,O
450,تايكونو,O
450,عند,O
450,رّاجل,O
450,كتر,O
450,من,O
450,لمرا,O
450,ؤلا,O
450,لعكس,O
450,.,O
451,آلفا,O
451,صينطوري,O
451,(,O
451,من,O
451,لّاتينية,O
451,α,O
451,Centauri,O
451,),O
451,هي,O
451,أقرب,O
451,نظام,O
451,نجمي,O
451,ونظام,O
451,كوكابي,O
451,من,O
451,نّظام,O
451,شمسي,O
451,ديال,O
451,لأرض,O
451,ف,O
451,4,O
451,.,O
452,37,O
452,عام,O
452,ضوئي,O
452,من,O
452,شّمش,O
452,.,O
453,هي,O
453,نظام,O
453,نجمي,O
453,تلاتي,O
453,،,O
453,كايتكون,O
453,من,O
453,تلاتة,O
453,د,O
453,نجوم,O
453,:,O
453,آلفا,O
453,صينطوري,O
453,A,O
453,(,O
453,رسميا,O
453,ريجيل,O
453,كينطوروس,O
453,),O
453,،,O
453,آلفا,O
453,صينطوري,O
453,B,O
453,(,O
453,رسميا,O
453,طوليمان,O
453,),O
453,وآلفا,O
453,صينطوري,O
453,C,O
453,(,O
453,رسميا,O
453,پروكسيما,B-MISC
453,صينطوري,I-MISC
453,),O
453,.,O
454,أرغليم,B-MISC
454,(,O
454,سمية,O
454,لعلمية,O
454,Portulaca,O
454,oleracea,O
454,),O
454,هوّا,O
454,نوع,O
454,ديال,O
454,لعشوب,O
454,كدّير,O
454,زّهر,O
454,ؤ,O
454,كتكال,O
454,،,O
454,منتاشرة,O
454,ف,O
454,لمنطقة,O
454,ديال,O
454,لبحر,O
454,دّخلاني,O
454,ؤ,O
454,بلايص,O
454,خرين,O
454,ف,O
454,لعالم,O
454,،,O
454,كيوصل,O
454,طّول,O
454,ديالها,O
454,ل,O
454,40,O
454,سنتيم,O
454,ؤ,O
454,كتنتج,O
454,صمغ,O
454,.,O
455,رجوع,B-MISC
455,إلى,I-MISC
455,الطفولة,I-MISC
455,هيا,O
455,سيرة,O
455,داتية,O
455,د,O
455,لكاتيبة,O
455,لمغريبية,B-MISC
455,ليلى,B-PER
455,أبو,I-PER
455,زيد,I-PER
455,كاتدوي,O
455,على,O
455,واحد,O
455,لمرا,O
455,بقات,O
455,ف,O
455,لمجتمع,O
455,لمغريبي,O
455,لواحد,O
455,لمودا,O
455,طويلا,O
455,،,O
455,وبضبط,O
455,فيامات,O
455,لإستعمار,B-MISC
455,و,O
455,من,O
455,بعد,O
455,ستيقلال,B-MISC
455,.,O
456,زيمبومباح,O
456,ؤلا,O
456,زبح,O
456,ؤلا,O
456,زينبومباح,O
456,ؤلا,O
456,زديمبومباح,O
456,ؤلا,O
456,زدينبونباح,O
456,(,O
456,ب,O
456,ووزازو,B-MISC
456,ديال,O
456,الكاتب,O
456,سيي,B-PER
456,تجاوتجي,I-PER
456,اللي,O
456,كان,O
456,ف,O
456,الوقيتة,O
456,ديال,O
456,سلالة,B-MISC
456,مينݣ,I-MISC
456,،,O
456,اللي,O
456,كتب,O
456,بلّي,O
456,هاد,O
456,اللعبة,O
456,من,O
456,الوقيتة,O
456,د,O
456,سلالة,B-MISC
456,هان,I-MISC
456,.,O
457,ف,O
457,هاد,O
457,الكتاب,O
457,اللعبة,O
457,كان,O
457,سميتها,O
457,شوشيلينݣ,B-MISC
457,(,O
457,手勢令,O
457,),O
457,.,O
458,مدكور,O
458,بزّاف,O
458,د,O
458,المرّات,O
458,ف,O
458,التاريخ,O
458,د,O
458,الجاپون,B-LOC
458,سانسوكومي,O
458,-,O
458,كين,O
458,(,O
458,三すくみ拳,O
458,),O
458,،,O
458,زعما,O
458,اللُعاب,O
458,د,O
458,كين,O
458,(,O
458,بّونية,O
458,),O
458,،,O
458,سانسوكومي,O
458,(,O
458,تّلاتة,O
458,اللي,O
458,خايفين,O
458,من,O
458,بعضيّاتهوم,O
458,),O
458,.,O
459,هاد,O
459,النوع,O
459,د,O
459,اللعاب,O
459,كانو,O
459,بانو,O
459,ف,O
459,الشينوا,B-LOC
459,ؤ,O
459,من,O
459,بعد,O
459,خداوهوم,O
459,الجاپون,B-LOC
459,ؤ,O
459,ولّاو,O
459,شعبيين,O
459,عندهوم,O
459,.,O
460,أقدم,O
460,لعبة,O
460,جاپونية,B-MISC
460,د,O
460,سانسوكومي,O
460,-,O
460,كين,O
460,كانت,O
460,معروفة,O
460,ب,O
460,موشي,O
460,-,O
460,كين,O
460,(,O
460,虫拳,O
460,),O
460,،,O
460,كانو,O
460,جابوها,O
460,من,O
460,الشينوا,B-LOC
460,.,O
461,ف,O
461,هاد,O
461,موشي,O
461,-,O
461,كين,O
461,"""",O
461,الجرانة,O
461,"""",O
461,(,O
461,ب,O
461,الصبع,O
461,الكبير,O
461,),O
461,كاتغلب,O
461,"""",O
461,الببّوشة,O
461,"""",O
461,(,O
461,ب,O
461,الصبع,O
461,الصغير,O
461,),O
461,،,O
461,اللي,O
461,كاتغلب,O
461,"""",O
461,الحنش,O
461,"""",O
461,(,O
461,ب,O
461,الصبع,O
461,ديال,O
461,التسبيح,O
461,),O
461,،,O
461,اللي,O
461,كايغلب,O
461,"""",O
461,الجرانة,O
461,"""",O
461,.,O
462,واخا,O
462,هاد,O
462,اللعبة,O
462,جايّة,O
462,من,O
462,الشينوا,B-LOC
462,،,O
462,الحيوانات,O
462,اللي,O
462,ف,O
462,الڤيرسيون,O
462,الجاپونية,B-MISC
462,مبدّلين,O
462,علا,O
462,الحيوانات,O
462,الدوريجين,O
462,.,O
463,أشهر,O
463,لعبة,O
463,د,O
463,سانسوكومي,O
463,-,O
463,كين,O
463,ف,O
463,الجاپون,B-LOC
463,كانت,O
463,هي,O
463,كيتسوني,O
463,-,O
463,كين,O
463,(,O
463,狐拳,O
463,),O
463,،,O
463,ف,O
463,هاد,O
463,اللعبة,O
463,،,O
463,واحد,O
463,التّعلب,O
463,خارق,O
463,سميتو,O
463,كيتسوني,O
463,(,O
463,狐,O
463,),O
463,كايغلب,O
463,شيخ,O
463,الدوار,O
463,،,O
463,شيخ,O
463,الدوار,O
463,(,O
463,庄屋,O
463,),O
463,كايغلب,O
463,الصياد,O
463,،,O
463,ؤ,O
463,الصياد,O
463,(,O
463,猟師,O
463,),O
463,كايغلب,O
463,التعلب,O
463,.,O
464,هاد,O
464,كيتسوني,O
464,-,O
464,كين,O
464,باش,O
464,مبدلة,O
464,علا,O
464,الزيمبومباح,O
464,ولّا,O
464,موشي,O
464,-,O
464,كين,O
464,،,O
464,الفورمات,O
464,ديالها,O
464,كايدّارو,O
464,بجوج,O
464,يدّين,O
464,ماشي,O
464,غير,O
464,وحدة,O
464,.,O
465,اليوم,O
465,،,O
465,أكتر,O
465,سانسوكومي,O
465,-,O
465,كين,O
465,معروف,O
465,هو,O
465,جان,O
465,-,O
465,كين,O
465,(,O
465,じゃんけん,O
465,),O
465,،,O
465,اللي,O
465,جاي,O
465,من,O
465,شّينوا,B-LOC
465,ف,O
465,القرن,O
465,17,O
465,،,O
465,جان,O
465,-,O
465,كين,O
465,فيها,O
465,حجرة,O
465,،,O
465,ورقة,O
465,،,O
465,مقص,O
465,.,O
466,ؤ,O
466,هي,O
466,اللي,O
466,جايّة,O
466,منّها,O
466,الزيمبومباح,O
466,اللي,O
466,كاينة,O
466,ف,O
466,العالم,O
466,دابا,O
466,.,O
467,مايمكنش,O
467,تعيق,O
467,بشي,O
467,واحد,O
467,إيلا,O
467,كان,O
467,كايلوح,O
467,يدّو,O
467,غي,O
467,عالله,O
467,،,O
467,ولكن,O
467,تقدر,O
467,تقلّع,O
467,الفورمة,O
467,اللي,O
467,غايعزل,O
467,إلا,O
467,العزلة,O
467,ديالو,O
467,ماكانتش,O
467,غير,O
467,زهراوية,O
467,،,O
467,ديك,O
467,الساعة,O
467,تقدر,O
467,تّاخد,O
467,عليه,O
467,أڤونطاج,O
467,،,O
467,أصلا,O
467,،,O
467,بنادم,O
467,كايميل,O
467,ل,O
467,أنّو,O
467,مايلوحش,O
467,يدّو,O
467,غير,O
467,ب,O
467,زّهر,O
467,.,O
468,ف,O
468,التورنوّات,O
468,،,O
468,شي,O
468,لعّابا,O
468,كايديرو,O
468,شي,O
468,حوايج,O
468,باش,O
468,يتلّفو,O
468,ولّا,O
468,يقولبو,O
468,لّي,O
468,ضدّهوم,O
468,،,O
468,بحال,O
468,متلا,O
468,يݣولو,O
468,السمية,O
468,د,O
468,شي,O
468,فورمة,O
468,ب,O
468,الغوات,O
468,ؤ,O
468,يديرو,O
468,بيدّيهوم,O
468,فورمة,O
468,وحداخا,O
468,ؤ,O
468,لاخر,O
468,كايتلف,O
468,.,O
469,الفورمة,O
469,د,O
469,"""",O
469,الحجرة,O
469,"""",O
469,،,O
469,معا,O
469,هي,O
469,غير,O
469,بّونية,O
469,-,O
469,اللي,O
469,غالبا,O
469,اللعّابا,O
469,ملّي,O
469,كايكونو,O
469,كايحسبو,O
469,باش,O
469,يعزلو,O
469,شي,O
469,فورمة,O
469,كايكونو,O
469,جامعين,O
469,يدّهوم,O
469,علا,O
469,شكل,O
469,بّونية,O
469,-,O
469,إلا,O
469,بغيتي,O
469,تقلّع,O
469,واش,O
469,هاداك,O
469,اللي,O
469,ضدّك,O
469,غادي,O
469,يعزل,O
469,"""",O
469,الحجرة,O
469,"""",O
469,خصّك,O
469,ب,O
469,الزربة,O
469,ملّي,O
469,تكونو,O
469,كاتلوحو,O
469,يدّيكوم,O
469,،,O
469,شوف,O
469,واش,O
469,كايحرك,O
469,صباعو,O
469,باش,O
469,يبدّل,O
469,الفورمة,O
469,ديال,O
469,يدّو,O
469,،,O
469,إلا,O
469,ما,O
469,تحركوش,O
469,راه,O
469,غالبا,O
469,غايلعب,O
469,ب,O
469,"""",O
469,الحجرة,O
469,"""",O
469,،,O
469,حيت,O
469,"""",O
469,الورقة,O
469,"""",O
469,ؤ,O
469,"""",O
469,المقص,O
469,"""",O
469,بجوجهوم,O
469,كايخص,O
469,تبدّل,O
469,الفورمة,O
469,د,O
469,يدّك,O
469,باش,O
469,دّيرهوم,O
469,.,O
470,غير,O
470,هو,O
470,يقدر,O
470,يبغي,O
470,يقولبك,O
470,ؤ,O
470,يخلّي,O
470,يدّو,O
470,مجموعة,O
470,حتا,O
470,لـ,O
470,آخر,O
470,لحضة,O
470,ممكنة,O
470,.,O
471,زراردة,B-LOC
471,جماعة,O
471,ترابية,O
471,قروية,O
471,كاينة,O
471,ف,O
471,إقليم,O
471,/,O
471,عمالة,O
471,تازة,B-LOC
471,،,O
471,جهة,O
471,فاس,B-LOC
471,مكناس,B-LOC
471,،,O
471,ساكنين,O
471,فيها,O
471,9249,O
471,واحد,O
471,،,O
471,على,O
471,حسب,O
471,لإحصاء,O
471,لعام,O
471,2014,O
471,.,O
472,نسبة,O
472,لأمية,O
472,(,O
472,نّاس,O
472,لّي,O
472,ما,O
472,كايعرفوش,O
472,يقراو,O
472,ولا,O
472,يكتبو,O
472,),O
472,:,O
472,43,O
472,",",O
472,5,O
472,%,O
472,نسبة,O
472,سّكان,O
472,لّي,O
472,قاريين,O
472,فوق,O
472,تّانوي,O
472,(,O
472,تانوي,O
472,و,O
472,جامعة,O
472,),O
472,:,O
472,11,O
472,",",O
472,2,O
472,%,O
472,نسبة,O
472,نّاس,O
472,نّشيطين,O
472,(,O
472,لّي,O
472,يقدرو,O
472,يخدمو,O
472,),O
472,:,O
472,34,O
472,",",O
472,9,O
472,%,O
472,نسبة,O
472,لبطالة,O
472,(,O
472,نّاس,O
472,لّي,O
472,ما,O
472,خدامينش,O
472,و,O
472,تايقلبو,O
472,على,O
472,خدمة,O
472,),O
472,:,O
472,19,O
472,",",O
472,9,O
472,%,O
472,نسبة,O
472,نّاس,O
472,اللي,O
472,خدامين,O
472,ف,O
472,دّولة,O
472,(,O
472,ولا,O
472,لعاطلين,O
472,اللي,O
472,سبق,O
472,ليهوم,O
472,خدمو,O
472,),O
